abalan: abal
nntinya: nanti
ntar: nanti
nti: nanti
ntr: nanti
tar: nanti
nasip: nasib
nas: nasional
nasiaonal: nasional
national: nasional
nauzubillah: naudzubillah
menaungi: naung
negera: negara
negeri: negara
negri: negara
negriku: negara
nkri: negara satu republik indonesia
mengadi: ngadi
ge: nge
mengerikan: ngeri
nh: nih
nich: nih
niih: nih
niiih: nih
nikh: nih
nikmatin: nikmat
ngerate: nilai
ranting: nilai
rate: nilai
rating: nilai
ratingnya: nilai
ratting: nilai
reting: nilai
wort: nilai
worth: nilai
mengikatkan: ningkat
nmr: nomor
no: nomor
nomer: nomor
alay: norak
normalin: normal
normally: normal
notabennya: notabene
nonif: notifikasi
notif: notifikasi
notifikasi: notifikasi
notifny: notifikasi
notifnya: notifikasi
notiv: notifikasi
notivikasi: notifikasi
notulifikasi: notifikasi
hy: nya
na: nya
nage: nya
ne: nya
nx: nya
ny: nya
nyah: nya
nye: nya
nyo: nya
xa: nya
y: nya
panjer: nyala
jebule: nyata
kenyataanya: nyata
kongkrit: nyata
konkrit: nyata
rupa: nyata
rupanya: nyata
ternyarta: nyata
teryanta: nyata
trnyata: nyata
chat: obrol
chatku: obrol
cht: obrol
oooooh: oh
ooh: oh
aoleng: oleng
omkuh: om
paman: om
diomongin: omong
omongkosong: omong kosong
btw: omong somong
ngeonline: online
onlen: online
onlinekan: online
operatir: operator
oprator: operator
opratos: operator
ngoptimalin: optimal
org: orang
orng: orang
wong: orang
oranglain: orang lain
orangyg: orang yang
oren: oranye
ngontak: otak
aauto: otomatis
auot: otomatis
auto: otomatis
automation: otomatis
automatis: otomatis
tomatiskan: otomatis
memadai: pada
mmdai: pada
pad: pada
pasa: pada
pd: pada
pda: pada
padasaat: pada ketika
oadahal: padahal
padaha: padahal
padahl: padahal
padal: padahal
padhahal: padahal
padhal: padahal
pahal: padahal
pdahal: padahal
pdahl: padahal
pdh: padahal
pdhal: padahal
pdhl: padahal
pedahal: padahal
pedalah: padahal
worit: padan
pgi: pagi
dimenegerti: paham
dollor: paham
faham: paham
fahami: paham
mudeng: paham
ngarti: paham
ngerti: paham
pait: pahit
expert: pakar
dipaksaakan: paksa
dipaksain: paksa
foce: paksa
force: paksa
forced: paksa
froce: paksa
makain: paksa
maksa: paksa
maksaiin: paksa
maksain: paksa
maksainlah: paksa
maksakan: paksa
maksaken: paksa
mekso: paksa
memksakan: paksa
mksa: paksa
ngebet: paksa
paksain: paksa
pksakan: paksa
least: paling sedikit
dummy: palsu
kw: palsu
paduannya: pandu
call: panggil
stakeholder: pangku penting
gupek: panik
panita: panitia
panwas: panitia awas
ppk: panitia pilih kecamatan
pps: panitia pungut suara
ppsnya: panitia pungut suara
mamajang: panjang
pnjg: panjang
pantes: pantas
pantesan: pantas
mantau: pantau
mantengin: pantau
pantengin: pantau
paraaah: parah
parraaaaah: parah
terparah: parah
pks: partai adil sejahtera
sparuh: paruh
ngepasin: pas
didonlot: pasang
didownload: pasang
diinstal: pasang
dinstal: pasang
donload: pasang
donlod: pasang
donlot: pasang
donlotnya: pasang
donlowrd: pasang
donwload: pasang
dounwload: pasang
dowload: pasang
dowloadnya: pasang
dowlod: pasang
downdload: pasang
download: pasang
downloader: pasang
downloadnha: pasang
downlod: pasang
dwnld: pasang
dwnload: pasang
dwnlod: pasang
dwonload: pasang
dwonlod: pasang
insatal: pasang
insralasi: pasang
instal: pasang
instalanya: pasang
instalasi: pasang
install: pasang
instalny: pasang
instalnya: pasang
insual: pasang
intal: pasang
intalasi: pasang
isntal: pasang
istal: pasang
mendonwload: pasang
mendownload: pasang
mendwonload: pasang
menginstal: pasang
nginstal: pasang
ngunduh: pasang
pair: pasang
penginstalan: pasang
penginstallan: pasang
pengintsalan: pasang
psng: pasang
terdonload: pasang
terdowload: pasang
terdownlod: pasang
terinstal: pasang
unduh: pasang
unstal: pasang
paslon: pasang calon
redownload: pasang kembali
reinstal: pasang kembali
otp: password satu kali pakai
mastiin: pasti
msti: pasti
pastih: pasti
pesti: pasti
pasukaan: pasuk
pasukan: pasuk
prajurit: pasuk
paaayaaaaah: payah
payaaaah: payah
payaaah: payah
payay: payah
pdfkan: pdf
pedes: pedas
care: peduli
pegel: pegal
megang: pegang
pemeliharaanya: pelihara
piara: pelihara
pencil: pelosok
plosok: pelosok
melototin: pelotot
mepengaruhi: pengaruh
ngaruh: pengaruh
fital: penting
kpentingan: penting
krusial: penting
mentingin: penting
urgent: penting
utamain: penting
vital: penting
ful: penuh
memnuhi: penuh
menbeludak: penuh
sepenuh: penuh
parahu: perahu
device: perangkat
divice: perangkat
parangkat: perangkat
perangakat: perangkat
perangkag: perangkat
perangkap: perangkat
perangkt: perangkat
perengkat: perangkat
perngkt: perangkat
hadware: perangkat keras
hardware: perangkat keras
hardwer: perangkat keras
hardwere: perangkat keras
harward: perangkat keras
pedenya: percaya diri
percumah: percuma
peforma: performa
perform: performa
performance: performa
performancenya: performa
prihal: perihal
memriksa: periksa
government: perintah
kepemerintaha: perintah
mandat: perintah
pemeerintah: perintah
pemerintan: perintah
pemetintah: perintah
penerintahan: perintah
pmrintah: perintah
pmrintahan: perintah
pemkot: perintah kota
berlu: perlu
mmerlukan: perlu
perlj: perlu
prlu: perlu
uasah: perlu
usa: perlu
usah: perlu
ush: perlu
punten: permisi
ever: pernah
perna: pernah
pernh: pernah
prnah: pernah
pertam: pertama
pertamakali: pertama kali
mesage: pesan
message: pesan
order: pesan
errormassage: pesan eror
errormessage: pesan eror
dm: pesan langsung
map: peta
berfikir: pikir
berfikiran: pikir
difikirkan: pikir
fikiran: pikir
mikir: pikir
mikirin: pikir
mikirnya: pikir
mkirnya: pikir
pikir: pikir
pikirin: pikir
pkr: pikir
posthink: pikir positif
pixel: piksel
choose: pilih
coblos: pilih
dipelihan: pilih
memilin: pilih
milih: pilih
milihnya: pilih
oemilihan: pilih
opsi: pilih
pelilihan: pilih
pemeilihan: pilih
pemelihan: pilih
pemilahan: pilih
pemili: pilih
pemilian: pilih
pemiliham: pilih
pmlihan: pilih
pilbub: pilih kepala daerah
pilbup: pilih kepala daerah
pilgub: pilih kepala daerah
pilkada: pilih kepala daerah
pilwako: pilih kepala daerah
pilpres: pilih presiden
pilrpres: pilih presiden
ppwk: pilih presiden dan wakil presiden
ppwp: pilih presiden dan wakil presiden
dikepemiluan: pilih umum
dipemilu: pilih umum
kepemiluan: pilih umum
oemilu: pilih umum
pemiku: pilih umum
pemil: pilih umum
pemilu: pilih umum
pemiluh: pilih umum
pemilunya: pilih umum
pemiu: pilih umum
pemulu: pilih umum
pimilu: pilih umum
pimulu: pilih umum
pmilu: pilih umum
pemilukada: pilih umum kepala daerah
pileg: pilih umum legislatif
pilwalkot: pilih umum wali kota
discan: pindai
mengscan: pindai
penscanan: pindai
scaan: pindai
scan: pindai
scand: pindai
scaning: pindai
scanne: pindai
scanner: pindai
scannya: pindai
scanya: pindai
minjam: pinjam
pinjem: pinjam
pinjol: pinjam online
pemirsah: pirsa
foco: poco
point: poin
pkkny: pokok
poko: pokok
pokoke: pokok
mindset: pola pikir
dihp: ponsel
dixiaomi: ponsel
gawai: ponsel
handphone: ponsel
handphoneku: ponsel
hape: ponsel
ho: ponsel
hp: ponsel
hpku: ponsel
hpmu: ponsel
hpnya: ponsel
infinix: ponsel
mobile: ponsel
oppo: ponsel
realme: ponsel
redmi: ponsel
rog: ponsel
samsjng: ponsel
samsung: ponsel
samsungnya: ponsel
smartphone: ponsel
telfon: ponsel
telp: ponsel
telpon: ponsel
tlp: ponsel
vivo: ponsel
vivonya: ponsel
xiaomi: ponsel
xiomi: ponsel
xperia: ponsel
terpontang: pontang
crop: potong
cropnya: potong
cut: potong
motong: potong
pangkas: potong
potek: potong
autocrop: potong otomatis
programmingnya: pragram
praktek: praktik
praktekna: praktik
pkl: praktik kerja lapang
prisidenya: presiden
priben: pribadi
privat: pribadi
private: pribadi
privaye: pribadi
prinsil: prinsip
privacy: privasi
prodak: produk
product: produk
kompeten: profesional
master: profesional
pro: profesional
profesionalitas: profesional
professional: profesional
suhu: profesional
ulung: profesional
profile: profil
pemrograman: program
keperoses: proses
paroses: proses
pemerosesan: proses
pemprosesan: proses
pemrosesan: proses
peroses: proses
proc: proses
procesing: proses
processing: proses
processor: proses
prosesor: proses
ptoses: proses
propinsi: provinsi
prov: provinsi
pwtopinsi: provinsi
project: proyek
projek: proyek
memuaskan: puas
public: publik
pulak: pula
pemunggutan: pungut
pengumutan: pungut
memliki: punya
pny: punya
pnya: punya
center: pusat
lier: pusing
lieur: pusing
musingin: pusing
ngalierken: pusing
pening: pusing
peningla: pusing
psing: pusing
puing: pusing
pusieng: pusing
pusiing: pusing
puyeng: pusing
disconect: putus
rambya: ram
friendly: ramah
crowded: ramai
rame: ramai
xrapat: rapat
feeling: rasa
merasajan: rasa
meresa: rasa
ngerasa: rasa
ngerasain: rasa
prasaan: rasa
rsa: rasa
serasa: rasa
mrasankecewa: rasa kecewa
disrespect: rasa tidak hormat
atus: ratus
realist: realistis
realita: realitas
realitanya: realitas
ngerekap: rekapitulasi
ngrekap: rekapitulasi
ngrekapi: rekapitulasi
rekap: rekapitulasi
rekpitulasi: rekapitulasi
recomend: rekomendasi
recomended: rekomendasi
recommended: rekomendasi
rekomen: rekomendasi
rekomended: rekomendasi
hire: rekrut
rekrutmen: rekrut
ngremehin: remeh
plan: rencana
planinngnya: rencana
ngerab: rencana anggar biaya
rab: rencana anggar biaya
rendering: render
serempak: rentak
serenta: rentak
serentak: rentak
serentank: rentak
setentak: rentak
srentak: rentak
belibet: repot
belit: repot
berabe: repot
blabakan: repot
brabe: repot
direpotin: repot
jelimet: repot
kerepot: repot
klabakan: repot
marowet: repot
memperibet: repot
memperribet: repot
merepotka: repot
meribetkan: repot
ngerepoti: repot
ngerepotin: repot
ngeribetin: repot
ngeruweti: repot
ngrepoti: repot
ngrepotin: repot
ngribetin: repot
ngruweti: repot
ribed: repot
ribeeeet: repot
ribeetin: repot
ribet: repot
ribetnya: repot
ribeut: repot
rieut: repot
ripuh: repot
riweh: repot
riweuh: repot
rouuuwweeet: repot
rouwet: repot
rudet: repot
ruet: repot
ruetnya: repot
rumit: repot
runyam: repot
ruwed: repot
ruweeed: repot
ruweeet: repot
ruweet: repot
ruwet: repot
ruwibet: repot
ruyem: repot
seribet: repot
tumit: repot
ri: republik indonesia
merosahkan: resah
direset: reset
mereset: reset
risit: reset
tereset: reset
risk: resiko
official: resmi
direspon: respon
drespon: respon
merespon: respon
responding: respon
responnya: respon
respons: respon
response: respon
responya: respon
rensponsif: responsif
dihack: retas
diiretas: retas
hack: retas
hacker: retas
haker: retas
heck: retas
hecker: retas
sadap: retas
reweeel: rewel
rb: ribu
noise: ribut
diridhoi: rida
breakdown: rinci
enteng: ringan
peringan: ringan
riser: riset
space: ruang
robah: rubah
memudharatkan: rugi
rruuuggi: rugi
ruugi: rugi
ruuugi: rugi
rt: rukun tetangga
rw: rukun warga
rumak: rumah
berupa: rupa
bobrok: rusak
bodol: rusak
bodolan: rusak
broken: rusak
bubrah: rusak
ruksak: rusak
rusaak: rusak
saaat: saat
brsabar: sabar
sabaaar: sabar
sabarin: sabar
sabarsabar: sabar
divalidasi: sah
falid: sah
valid: sah
bershabat: sahabat
nyaingi: saing
aaajja: saja
aaja: saja
ae: saja
aj: saja
aja: saja
ajah: saja
ajalah: saja
aje: saja
ajh: saja
ajja: saja
akha: saja
ana: saja
az: saja
bae: saja
baen: saja
ja: saja
jh: saja
saj: saja
sajah: saja
shaja: saja
sj: saja
sja: saja
wae: saja
sangkin: saking
sangking: saking
nyakitin: sakit
sakiiit: sakit
bag: salah
bermasalahm: salah
blunder: salah
bug: salah
bugnya: salah
bugs: salah
case: salah
disalahin: salah
incored: salah
incorrect: salah
kesahalah: salah
kesalahn: salah
melenceng: salah
miss: salah
ngbug: salah
ngebag: salah
ngebug: salah
nyalahin: salah
nyalain: salah
sala: salah
salahin: salah
salh: salah
slaah: salah
slah: salah
slahakn: salah
slh: salah
wrong: salah
salahsatu: salah satu
typo: salah tulis
copy: salin
nyalin: salin
copas: salin tempel
ama: sama
bareng: sama
bebarengan: sama
brengan: sama
brsamaan: sama
idem: sama
sam: sama
same: sama
sm: sama
sma: sama
blas: sama kali
samasekali: sama kali
samsek: sama kali
smsek: sama kali
connect: sambung
connectnya: sambung
konek: sambung
nyambung: sambung
sambung: sambung
ampaas: sampah
ampas: sampah
apmpas: sampah
cac: sampah
cache: sampah
cachenya: sampah
chace: sampah
chache: sampah
chance: sampah
change: sampah
chece: sampah
sampaj: sampah
trash: sampah
ampe: sampai
ampk: sampai
mpe: sampai
nyampe: sampai
nyampek: sampai
samapai: sampai
samapi: sampai
samoai: sampai
sampa: sampai
sampe: sampai
sampei: sampai
sampein: sampai
sampek: sampai
smpai: sampai
smpe: sampai
smpek: sampai
siana: sana
sono: sana
there: sana
sandungan: sandung
amaaaat: sangat
amat: sangat
amet: sangat
asangat: sangat
baanget: sangat
babget: sangat
baget: sangat
bagt: sangat
banegt: sangat
bangat: sangat
banged: sangat
bangeeeettz: sangat
bangeeet: sangat
bangeet: sangat
bangetttr: sangat
bangetz: sangat
bangt: sangat
beet: sangat
benget: sangat
bet: sangat
betbetbetbet: sangat
beut: sangat
bgd: sangat
bget: sangat
bgt: sangat
bgtz: sangat
bingits: sangat
bnaget: sangat
bnget: sangat
bngt: sangat
buanget: sangat
kali: sangat
kebangeten: sangat
pisaaan: sangat
pisan: sangat
pol: sangat
pool: sangat
poool: sangat
saangat: sangat
samgat: sangat
sanagat: sangat
sanga: sangat
sangaat: sangat
sangan: sangat
sanggat: sangat
sengat: sangat
sgt: sangat
sngat: sangat
tenan: sangat
verry: sangat
very: sangat
sampis: sangat sampah
nyangkut: sangkut
sante: santai
sesantuy: santai
saransaya: saran saya
sesui: sasuai
aatu: satu
atupun: satu
one: satu
satuin: satu
seindo: satu indonesia
seineonesia: satu indonesia
sodara: saudara
aing: saya
aku: saya
ane: saya
aq: saya
ay: saya
eke: saya
gua: saya
gue: saya
gw: saya
gwa: saya
ku: saya
oe: saya
q: saya
sara: saya
say: saya
sayah: saya
sy: saya
sya: saya
ayang: sayang
sayangkanya: sayang
syg: sayang
sayimbar: sayembara
pnyebab: sebab
sebabny: sebab
nyebelin: sebal
sebel: sebal
sucks: sebal
disebarin: sebar
trsebar: sebar
sebarluaskan: sebar luas
trsebut: sebut
tsb: sebut
tsbt: sebut
scara: secara
sdgkan: sedang
sedgkn: sedang
available: sedia
exists: sedia
exsis: sedia
mnyrdiakn: sedia
nyediain: sedia
sediakn: sedia
huhu: sedih
huhuhuhu: sedih
kesuwen: sedih
menyedihkkan: sedih
prihatin: sedih
sad: sedih
seih: sedih
dikit: sedikit
dkit: sedikit
dkt: sedikit
sdikit: sedikit
sedik: sedikit
sikit: sedikit
sgala: segala
sgla: segala
segra: segera
sgera: segera
soon: segera
seginih: segini
sehing: sehingga
sehinggal: sehingga
shg: sehingga
shingga: sehingga
semenjak: sejak
sjk: sejak
sakli: sekali
syekallli: sekali
sekalilagi: sekali lagi
sklian: sekalian
bmsekarang: sekarang
sekar: sekarang
sekara: sekarang
sekaraanng: sekarang
sekarg: sekarang
sekarnag: sekarang
sekarng: sekarang
sekerang: sekarang
sekrang: sekarang
sekrg: sekarang
sekrng: sekarang
skarang: sekarang
skarng: sekarang
skg: sekarang
skr: sekarang
skrang: sekarang
skrg: sekarang
skrn: sekarang
skrng: sekarang
sekolahin: sekolah
sd: sekolah dasar
smk: sekolah tengah juru
smp: sekolah tengah pertama
slain: selain
always: selalu
sdlalu: selalu
sellu: selalu
seslalu: selalu
slalu: selalu
sll: selalu
sllu: selalu
telalu: selalu
slmt: selamat
saveindo: selamat indonesia
nyeleksi: seleksi
kelenggara: selenggara
penyelanggara: selenggara
penyelenggaran: selenggara
babar: selesai
beres: selesai
done: selesai
final: selesai
kelar: selesai
nyelesaiin: selesai
nyelesein: selesai
penyelesain: selesai
rampung: selesai
resolve: selesai
selesain: selesai
selsae: selesai
selsai: selesai
seselaikan: selesai
slese: selesai
sls: selesai
usai: selesai
kelarkalau: selesai kalau
selular: seluler
overal: seluruh
seruh: seluruh
smakin: semakin
exited: semangat
ganbate: semangat
gas: semangat
gaspol: semangat
gasssa: semangat
mangats: semangat
semgat: semangat
sementa: sementara
smentara: sementara
mugi: semoga
gws: semoga segera sembuh
sempet: sempat
smpat: sempat
all: semua
smia: semua
smua: semua
smuanya: semua
allinp: semua masuk
everybody: semua orang
dewe: sendiri
mandiri: sendiri
mndiri: sendiri
sebdiri: sendiri
sendirj: sendiri
sendri: sendiri
sndiri: sendiri
sndri: sendiri
sndriny: sendiri
sendirigk: sendiri tidak
sengaha: sengaja
ngentod: senggama
seyok: seok
terseyok: seok
kanyak: seperti
kaya: seperti
kayak: seperti
kek: seperti
kekgini: seperti
koyo: seperti
koyok: seperti
ky: seperti
kya: seperti
kyak: seperti
kyake: seperti
kyaknya: seperti
kyanya: seperti
kyk: seperti
kyknya: seperti
ngeneki: seperti
sepert: seperti
sepertibya: seperti
sepertiini: seperti
sepet: seperti
sepeti: seperti
seprti: seperti
sperti: seperti
spertinya: seperti
sprt: seperti
sprti: seperti
spt: seperti
spti: seperti
kayakmana: seperti bagaimana
kekmana: seperti bagaimana
kagini: seperti ini
sepertini: seperti ini
puh: sepuh
serabutan: serabut
nyerah: serah
serahin: serah
setor: serah
serem: seram
srba: serba
serbasalah: serba salah
kerap: sering
seringkali: sering
sring: sering
faq: sering tanya
seriously: serius
srius: serius
pt: sero batas
certificated: sertifikat
serifikat: sertifikat
seritifikat: sertifikat
serrifikatnya: sertifikat
sertepikat: sertifikat
sertificate: sertifikat
sertifika: sertifikat
sertifikasi: sertifikat
sertifikast: sertifikat
sertifikt: sertifikat
sertikat: sertifikat
sertipikat: sertifikat
sertivikasi: sertifikat
setifikat: sertifikat
diserver: server
diservernya: server
ervernya: server
reserver: server
serfer: server
serfernya: server
serve: server
servermu: server
servernya: server
servey: server
sever: server
sirver: server
srverx: server
service: servis
nyesel: sesal
blinger: sesat
proper: sesuai
seseuai: sesuai
sesuia: sesuai
stgh: setengah
stiap: setiap
salom: shalom
sylom: shalom
shope: shopee
syopi: shopee
shibal: sial
sue: sial
suek: sial
suwek: sial
diepersiaapakan: siap
dimatengin: siap
disiapin: siap
kesiap: siap
kesiapan: siap
mantang: siap
matamg: siap
matang: siap
mateng: siap
matengin: siap
matengkan: siap
persiapak: siap
persiapin: siap
persiapnnya: siap
pesiapin: siap
prepare: siap
ready: siap
siapin: siap
siyap: siap
standby: siap
syap: siap
sapa: siapa
sopo: siapa
siapatau: siapa tahu
cyber: siber
hecticnya: sibuk kali
sdik: sidik
sindik: sidik
finger: sidik jari
fingerprinr: sidik jari
fingerprint: sidik jari
fingerprintnya: sidik jari
pingerprin: sidik jari
sidikjari: sidik jari
seh: sih
sh: sih
sich: sih
siih: sih
siiiih: sih
nyiksa: siksa
monggo: sila
silahkan: sila
keep: simpan
kesimpen: simpan
ngesave: simpan
pemyimpanan: simpan
save: simpan
store: simpan
tersiman: simpan
persimple: simpel
simple: simpel
simulisasi: simulasi
simulsasi: simulasi
simulsi: simulasi
ringkas: singkat
disni: sini
dsni: sini
kesini: sini
singkron: sinkron
sinkronisasi: sinkron
signal: sinyal
singal: sinyal
sinya: sinyal
disirekap: sirekap
karekap: sirekap
sibrekap: sirekap
sierekap: sirekap
sierkap: sirekap
sirakap: sirekap
sireekapb: sirekap
siregap: sirekap
sirekab: sirekap
sirekal: sirekap
sirekapan: sirekap
sirekapny: sirekap
sirekapnya: sirekap
sirekp: sirekap
sirikep: sirekap
sirrkap: sirekap
sirekaplikasinya: sirekap aplikasi
sirekaptidaksiap: sirekap tidak siap
side: sisi
sisteemnya: sistem
sistemmya: sistem
sistemya: sistem
sistim: sistem
sitem: sistem
system: sistem
systemnya: sistem
sytem: sistem
erorsistem: sistem eror
sso: sistem masuk tunggal
os: sistem operasi
sekala: skala
skla: skala
so: sok
soan: sok
soksok: sok
soksokan: sok
sosoan: sok
solidbersatu: solid satu
solusinya: solusi
solusix: solusi
solve: solusi
soslusinya: solusi
sulisi: solusi
sulusinya: solusi
sosialisasi: sosial
medsos: sosial media
sosmed: sosial media
sepesifikasi: spesifikasi
spec: spesifikasi
speck: spesifikasi
spek: spesifikasi
speknya: spesifikasi
setabil: stabil
setabilkan: stabil
stabiliter: stabil
stbilkan: stabil
sop: standar operasional prosedur
atatus: status
st: store
setres: stres
setrez: stres
suar: suara
suarane: suara
suaraya: suara
mood: suasana hati
badmood: suasana hati buruk
betmut: suasana hati buruk
bt: suasana hati buruk
swt: subhanahu wa taala
sbuh: subuh
shubuh: subuh
ahsudahlah: sudah
daaah: sudah
dah: sudah
dahla: sudah
dh: sudah
ndang: sudah
sda: sudah
sdah: sudah
sdh: sudah
sdk: sudah
sidah: sudah
suda: sudah
sudaah: sudah
sudahla: sudah
sudak: sudah
sudh: sudah
sudsh: sudah
ud: sudah
uda: sudah
udab: sudah
udah: sudah
udahlah: sudah
udahmah: sudah
udaj: sudah
udak: sudah
udan: sudah
udeh: sudah
udh: sudah
udhlah: sudah
wes: sudah
wis: sudah
yasudahlah: sudah
yaudah: sudah
yaudahlah: sudah
sudahdapat: sudah dapat
sudekat: sudah dekat
angle: sudut
demen: suka
like: suka
likenya: suka
love: suka
ngelike: suka
sukah: suka
mengsukseskan: sukses
succes: sukses
suksenya: sukses
sulut: sulawesi utara
angeeeeeel: sulit
angeeel: sulit
angeel: sulit
angel: sulit
angelmen: sulit
anger: sulit
aulitnya: sulit
dipersilit: sulit
dipersyulit: sulit
dusah: sulit
hard: sulit
hese: sulit
isusah: sulit
keaulitan: sulit
laknat: sulit
mejen: sulit
mempeesulit: sulit
memperaulit: sulit
mempersuli: sulit
mempersulit: sulit
memprsulit: sulit
menpersulit: sulit
menyusahkn: sulit
mepersulit: sulit
mmpeesulit: sulit
mmpersulit: sulit
nempersulit: sulit
nysahin: sulit
nyusaahin: sulit
nyusahain: sulit
nyusahin: sulit
nyusahinnya: sulit
nyusahke: sulit
nyusahno: sulit
nyusain: sulit
persulit: sulit
saulit: sulit
soulit: sulit
souulit: sulit
ssah: sulit
ssh: sulit
sukit: sulit
sulid: sulit
suliiit: sulit
suliit: sulit
sulis: sulit
susa: sulit
susaaaaaaaaah: sulit
susaaaaah: sulit
susaaaah: sulit
susaaah: sulit
susaah: sulit
susah: sulit
susahin: sulit
susahnya: sulit
susahya: sulit
susak: sulit
susan: sulit
susang: sulit
susanh: sulit
susanya: sulit
susat: sulit
sush: sulit
sussah: sulit
sutit: sulit
sysah: sulit
syuliiiiiit: sulit
syulit: sulit
syulitnya: sulit
syusah: sulit
syuuuliiiit: sulit
syuuuliiit: sulit
syuuulliiit: sulit
susahlogin: sulit masuk
mbulet: sulit percaya
source: sumber
sdm: sumber daya manusia
sumpan: sumpah
suweer: sumpah
suwer: sumpah
suguh: sungguh
suntikan: suntik
spaya: supaya
spy: supaya
spya: supaya
supayya: supaya
supya: supaya
suaram: suram
dinsuruh: suruh
disuru: suruh
dsruh: suruh
dsuruh: suruh
nyuruh: suruh
srh: suruh
sruh: suruh
suru: suruh
suruag: suruh
surpei: survei
menyusahkan: susah
nyusun: susun
requeirement: syarat
requirement: syarat
tad: tadi
td: tadi
tdi: tadi
tdny: tadi
taham: tahap
tau: tahu
taun: tahun
th: tahun
than: tahun
thn: tahun
thun: tahun
tahunberikutnya: tahun ikut
keder: takut
titakutkan: takut
tktnya: takut
tkutnya: takut
takutakan: takut akan
namatin: tamat
ditamba: tambah
ditambahin: tambah
ditambh: tambah
dtambh: tambah
manambah: tambah
menambahkn: tambah
menambh: tambah
menhambah: tambah
nambah: tambah
nambahi: tambah
nambahin: tambah
nambaih: tambah
nmbah: tambah
tamba: tambah
tambaaaaah: tambah
tambahanya: tambah
tambahin: tambah
tambakan: tambah
tambh: tambah
tmbah: tambah
tmbahan: tambah
tmbh: tambah
tmbhkan: tambah
patch: tambal
nampak: tampak
nampaknya: tampak
interface: tampil
nampilin: tampil
tampilan: tampil
tampilanx: tampil
tmpilan: tampil
webview: tampil website
nampung: tampung
mark: tanda
marker: tanda
markernya: tanda
sig: tanda
sign: tanda
signer: tanda
dihandle: tangan
ditangan: tangan
handel: tangan
handler: tangan
menghandle: tangan
ngehandle: tangan
penangganan: tangan
date: tanggal
taggal: tanggal
tangggal: tanggal
tanggl: tanggal
tggl: tanggal
tgl: tanggal
tnggal: tanggal
ditanggepin: tanggap
tanggepannya: tanggap
nanggulangi: tanggulang
nanggung: tanggung
tangung: tanggung
bertanggungjawab: tanggung jawab
nangis: tangis
capture: tangkap
screenshot: tangkap layar
tanmpa: tanpa
tnpa: tanpa
brtnya: tanya
nanya: tanya
tnyak: tanya
ketaqwaan: taqwa
tarohannya: taruh
layout: tata letak
dilink: taut
ling: taut
link: taut
linknya: taut
ahahaha: tawa
ahihhi: tawa
awoakwoakow: tawa
awokawok: tawa
awokawokawok: tawa
awokwakwkakwk: tawa
awokwowkwkwkw: tawa
bahahah: tawa
ckckck: tawa
ckckckck: tawa
ckckkckck: tawa
haha: tawa
hahah: tawa
hahaha: tawa
hahahaha: tawa
hahahahaha: tawa
hahahahha: tawa
hahahha: tawa
hahahhaah: tawa
hahahhahaha: tawa
hahahhahahah: tawa
hehe: tawa
hehehe: tawa
heheheheh: tawa
ketawain: tawa
kwkwwkwk: tawa
wk: tawa
wkkk: tawa
wkkwkwkw: tawa
wkwk: tawa
wkwkkw: tawa
wkwkw: tawa
wkwkwk: tawa
wkwkwkw: tawa
wkwkwkwk: tawa
wkwkwkwkw: tawa
wokwok: tawa
wqqkwkkwkwk: tawa
wuhahahahha: tawa
wwkwk: tawa
xixixi: tawa
xixixixi: tawa
yahaha: tawa
spaneng: tegang
mencet: tekan
ngepres: tekan
pencet: tekan
teken: tekan
ti: teknik informatika
tekhnis: teknis
teknisi: teknis
tekhnologi: teknologi
abis: telah
hbs: telah
selelah: telah
seletah: telah
setalah: telah
setelh: telah
setlh: telah
setrlah: telah
stelah: telah
stla: telah
stlah: telah
stlh: telah
terlanjur: telanjur
tlnga: telinga
telkom: telkomsel
telor: telur
brad: teman
bray: teman
bro: teman
brok: teman
brow: teman
bruh: teman
friend: teman
gaes: teman
gais: teman
ges: teman
guis: teman
guys: teman
kancaku: teman
kawan: teman
kawanw: teman
kwan: teman
lur: teman
rekan: teman
sis: teman
sob: teman
sobat: teman
temen: teman
tman: teman
wak: teman
tbus: tembus
ditps: tempat pungut suara
tps: tempat pungut suara
tpsnya: tempat pungut suara
paste: tempel
template: templat
tmpo: tempo
found: temu
ketemu: temu
ktemu: temu
meeting: temu
nemu: temu
nemuin: temu
separuh: tengah
setegah: tengah
stgah: tengah
stmgah: tengah
tengahal: tengah malam
strngamati: tengah mati
berantem: tengkar
gelot: tengkar
gelut: tengkar
kisruh: tengkar
ttg: tentang
kentuan: tentu
aplous: tepuk tangan
captionnya: terang
ket: terang
keterangan: terang
keteranganna: terang
keteranganya: terang
keterngan: terang
peneragan: terang
diterapin: terap
terapin: terap
ac: terima
acc: terima
nerima: terima
terimah: terima
trima: terima
berterimakasih: terima kasih
makasi: terima kasih
makasih: terima kasih
matursuwun: terima kasih
mksh: terima kasih
sukseme: terima kasih
tengkiyu: terima kasih
terimakasi: terima kasih
terimakasih: terima kasih
terimaksih: terima kasih
terimkasih: terima kasih
terimksh: terima kasih
thanks: terima kasih
thx: terima kasih
tks: terima kasih
tq: terima kasih
trimakasi: terima kasih
trimakasih: terima kasih
trims: terima kasih
trmks: terima kasih
trmksh: terima kasih
trms: terima kasih
ty: terima kasih
terlalubanyak: terlalu banyak
melulu: terus
mllu: terus
mlulu: terus
molo: terus
